name,region,variety,rating,notes
Chateau Pavie (1.5 Liter Magnum) 2005,"St. Emilion, Bordeaux, France",Red Wine,98.0,"This is the eighth vintage of Pavie produced under the ownership of Mme. and Mr. Perse, and it was a classic year which demonstrated that the château has a truly exceptional terroir. The color is a deep and dense purple, with violet highlights which underscore the wine's youth. Its clean aromas highlight good intensity and well-defined fruitiness. Black currants, blueberries and assorted black fruit are present, together with flattering chocolate and spicy notes derived from careful aging in barrel. The first impression on the palate is faultless, and the quality of the vintage becomes evident as its taste evolves. The wine shows a full body, both tight and supple at once. Everything comes together to create an exemplary balance. The tannins are fine-grained, with a structure which ensures a long and brilliant future. The wine's class and nobility express the care taken during vinification to respect the vintage's potential. The finish is mouth-watering and long, worthy of a great Saint-Emilion.  "
Chateau Pavie (1.5 Liter Magnum) 2015,"St. Emilion, Bordeaux, France",Red Wine,96.0,"Blend: 60% Merlot, 22% Cabernet Franc, 18% Cabernet Sauvignon"
Chateau Pavie (1.5 Liter Magnum) 2016,"St. Emilion, Bordeaux, France",Red Wine,96.0,"Blend: 60% Merlot, 22% Cabernet Franc and 18% Cabernet Sauvignon "
Chateau Pavie 2003,"St. Emilion, Bordeaux, France",Red Wine,97.0,"This wine will long be remembered because there was a controversy surrounding its degree of ripeness. The color is deep crimson, bordering on black. The nose reflects the hot summer, with a very concentrated bouquet of blackberry, juicy cherries, jam, and a touch of understated toasty aromas that take a back seat to the ripe fruit. "
Chateau Pavie 2010,"St. Emilion, Bordeaux, France",Red Wine,98.0,"Chateau Pavie's large production has made it more easily available than many other red Bordeaux. It is one of the best-known St. Emilions, vinified in a slightly lighter, more elegant style. With moderate red currant fruit in the nose, plus earth and spice, it can be peppery, spicy, or even leafy with hints of red cherries. Like other wineries in the côtes of St. Emilion, Chateau Pavie makes firm wines that are restrained and austere when young. The occasionally severe tannins mature with age into a fine sinewy structure. The better vintages are deep, intense, and concentrated. They mature 7-20 years after the vintage."
Chateau Pavie 2016,"St. Emilion, Bordeaux, France",Red Wine,96.0,"Blend: 60% Merlot, 22% Cabernet Franc and 18% Cabernet Sauvignon "
Chateau Pavie (3 Liter Bottle) 2003,"St. Emilion, Bordeaux, France",Red Wine,96.0,"This wine will long be remembered because there was a controversy surrounding its degree of ripeness. The color is deep crimson, bordering on black. The nose reflects the hot summer, with a very concentrated bouquet of blackberry, juicy cherries, jam, and a touch of understated toasty aromas that take a back seat to the ripe fruit. "
Chateau Pavie (3 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",Red Wine,98.0,"This is the eighth vintage of Pavie produced under the ownership of Mme. and Mr. Perse, and it was a classic year which demonstrated that the chateau has a truly exceptional terroir. The color is a deep and dense purple, with violet highlights which underscore the wine's youth. Its clean aromas highlight good intensity and well-defined fruitiness. Black currants, blueberries and assorted black fruit are present, together with flattering chocolate and spicy notes derived from careful aging in barrel. The first impression on the palate is faultless, and the quality of the vintage becomes evident as its taste evolves. The wine shows a full body, both tight and supple at once. Everything comes together to create an exemplary balance. The tannins are fine-grained, with a structure which ensures a long and brilliant future. The wine's class and nobility express the care taken during vinification to respect the vintage's potential. The finish is mouth-watering and long, worthy of a great Saint-Emilion.  "
Chateau Pavie (6 Liter Bottle) 2003,"St. Emilion, Bordeaux, France",Red Wine,96.0,"This wine will long be remembered because there was a controversy surrounding its degree of ripeness. The color is deep crimson, bordering on black. The nose reflects the hot summer, with a very concentrated bouquet of blackberry, juicy cherries, jam, and a touch of understated toasty aromas that take a back seat to the ripe fruit. "
Chateau Pavie (6 Liter Bottle) 2005,"St. Emilion, Bordeaux, France",Red Wine,98.0,"This is the eighth vintage of Pavie produced under the ownership of Mme. and Mr. Perse, and it was a classic year which demonstrated that the chateau has a truly exceptional terroir. The color is a deep and dense purple, with violet highlights which underscore the wine's youth. Its clean aromas highlight good intensity and well-defined fruitiness. Black currants, blueberries and assorted black fruit are present, together with flattering chocolate and spicy notes derived from careful aging in barrel. The first impression on the palate is faultless, and the quality of the vintage becomes evident as its taste evolves. The wine shows a full body, both tight and supple at once. Everything comes together to create an exemplary balance. The tannins are fine-grained, with a structure which ensures a long and brilliant future. The wine's class and nobility express the care taken during vinification to respect the vintage's potential. The finish is mouth-watering and long, worthy of a great Saint-Emilion.  "
Chateau Pavie (6-Pack OWC Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",Red Wine,99.0,"Blend: 60% Merlot, 22% Cabernet Franc and 18% Cabernet Sauvignon"
Chateau Pavie (6-Pack OWC Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,99.0,"Blend: 50% Merlot, 32% Cabernet Franc, 18% Cabernet Sauvignon"
Chateau Pavie Decesse 2005,"St. Emilion, Bordeaux, France",Red Wine,96.0,"The wine's color is a very deep and intense violet which is normal for this vintage. There is a well-developed and complex aromatic palette of chocolate, cacao, and black currant that is typical in wines touched by the sun, joined by an attractive spiciness. Supporting all this is a balanced woody character which is elegant and striking. The wine is somewhat paradoxical: it has an aromatic style reminiscent of those from the south of France; but the palate is surprisingly different, with still-developing, tight tannins, and the particularly dense and elegant body characteristic of a mature Bordeaux harvest. The long finish shows very good balance. This is a wine for long keeping which will develop fully only after five to 12 more years. Winter foods like tasty game dishes will perfectly accompany this wine at table.  "
Chateau Pavie Decesse (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",Red Wine,98.0,Blend: 90% Merlot and 10% Cabernet Franc
Chateau Pavie (Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",Red Wine,99.0,"Blend: 60% Merlot, 22% Cabernet Franc and 18% Cabernet Sauvignon"
Chateau Pavie (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,99.0,"Blend: 50% Merlot, 32% Cabernet Franc, 18% Cabernet Sauvignon"
Chateau Pavie Macquin (1.5 Liter Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,97.0,"Blend: 78% Merlot, 20% Cabernet Franc, 2% Cabernet Sauvignon"
Chateau Pavie Macquin 2018,"St. Emilion, Bordeaux, France",Red Wine,96.0,"2018 brought out the best in the plateau terroirs. The power of the clay, the mineral tension of the limestone, and aromatic freshness all reached a peak in the contrasted weather conditions of the vintage. "
Chateau Pavie Macquin (6-Pack OWC Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",Red Wine,96.0,"2018 brought out the best in the plateau terroirs. The power of the clay, the mineral tension of the limestone, and aromatic freshness all reached a peak in the contrasted weather conditions of the vintage. "
Chateau Pavie Macquin (6-Pack OWC Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,97.0,"Blend: 78% Merlot, 20% Cabernet Franc, 2% Cabernet Sauvignon"
Chateau Pavie Macquin (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,97.0,"Blend: 78% Merlot, 20% Cabernet Franc, 2% Cabernet Sauvignon"
Chateau Peby Faugeres (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,96.0,The Barrel Sample for this wine is above 14% ABV. 
Chateau Petrus 1990,"Pomerol, Bordeaux, France",Red Wine,98.0,"Petrus displays an intense color, a rich and complex nose and an opulent fruit."
Chateau Petrus 1995,"Pomerol, Bordeaux, France",Red Wine,96.0,"Bordeauxs most intensely concentrated, richly flavored and unique red wine. An incredible power, depth and richness yet a remarkable balance with penetrating aromas of ripe mulberry, black currant and fruit and spicy vanilla oak, setting it apart from all Bordeaux finest wines."
Chateau Petrus 2009,"Pomerol, Bordeaux, France",Red Wine,99.0,"Petrus displays an intense color, a rich and complex nose and an opulent fruit.  In great vintages, the wine can easily be kept 25 years or more."
Chateau Petrus 2012,"Pomerol, Bordeaux, France",Red Wine,96.0,Blend: 100% Merlot
Chateau Petrus 2015,"Pomerol, Bordeaux, France",Red Wine,96.0,"Bordeaux's most intensely concentrated, richly flavored and unique red wine. An incredible power, depth and richness yet a remarkable balance with penetrating aromas of ripe mulberry, black currant and fruit and spicy vanilla oak, setting it apart from all Bordeaux's finest wines."
Chateau Pichon-Longueville Baron (1.5 Liter Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,99.0,"Our Grand Vin Château Pichon Baron 2nd Grand Cru Classé in 1855 comes from the very oldest vines grown on the historic plots of the estate. This authentic Pauillac offers an amazing sensory experience with its black fruit flavors and spicy hints. Château Pichon Baron shows great elegance, intensity and exceptional length on the palate. It is a wine that improves year after year and can age for over 40 years in the cellar."
Chateau Pichon-Longueville Baron (1.5 Liter Magnum) 2016,"Pauillac, Bordeaux, France",Red Wine,96.0,"Château Pichon Baron 2016 has a beautiful, intense garnet red colour. The nose reveals aromas of red and dark fruit such as blueberry, black cherry and blackcurrant, followed by very lightly toasted notes with a hint of vanilla and spices. The fleshy, powerful attack is balanced by richness and a certain fullness. The tannins are silky, opulent and lengthy, with some crispness. The finish is precise. Altogether it is dominated by the tipycity of the grapes and by tension, and is dense and full-bodied. "
